RestaurantID,NumberOfReviews,Rating,Cuisine,bestAnswer,score
tjstlcFtOiXnUU1MAG1uqg,289,4.5,indian,1,0.9829836
7CloPu57SYPIrJAB1Ie0Ew,35,3.5,indian,1,0.9842801
RIl9kkzPz530mPoo-_PIgg,16,3.5,indian,1,0.9824054
mYu2soE6QEUYvIth0KL9HQ,34,3.5,indian,1,0.9842801
kjDnwT4HwQDVjGo1OInaEg,12,4,indian,1,0.9901462
4LVINhq3y4hCrxtShrNkYQ,162,4,indian,1,0.9934758
HGJU4aVI5uXxSWLVqp9LgA,248,4,indian,1,0.9916194
g8i7ZoTri1fUGkaIM6fP9A,286,3.5,indian,1,0.9953174
EycuZuG4mSMdVcweEwC1IQ,81,4,indian,1,0.9926229
9JsPac_weBYz-SFMo5dzqQ,36,3.5,indian,1,0.9842801
kTi9RbFCUGRySbZnq0pdlQ,127,4,indian,1,0.9934758
61H9oV-8y6EMZdcKnQc-jA,218,4,indian,1,0.9916194
s4pRTGVcKMfybxpyKu4KzA,47,3.5,indian,1,0.9877677
UL1HHTZCOJqBTgQMPtvA6Q,68,3.5,indian,1,0.9868018
1-4W4i1fj9rp0Blrg0Q1zg,89,4,indian,1,0.9922661
zSAbFi6e9WTtnAzhD5infg,178,4.5,indian,1,0.9583262
lMoV8XWfzPsN1Q_Yl40sAg,260,4,indian,1,0.9973926
wfJCzfotoMELb74z4lITOA,150,4,indian,1,0.9934758
35bJdPviyOHhiFHOFStN4Q,11,3.5,indian,1,0.9824054
KLLRrrPHsA5oQKYwreTI9w,16,4.5,indian,1,0.9381746
hLdrBdGwy_eDvayx8VAndQ,3,4.5,indian,1,0.9327638
xnrn6Ibn4T22vTjYX1H1zQ,13,4,indian,1,0.9901462
fNxI--522GxiStC-J3SnTw,19,4,indian,1,0.9890933
nVNLmnYK3cBPDSBx3qKq-w,103,3.5,indian,1,0.9861673
KDr72efaFAcQXccdA4yoaw,10,4.5,indian,1,0.9381746
HOKbDzRHb-uyDHihqp2YAg,85,4,indian,1,0.9926229
zUs0dYx8zPKTkFiLdQKf_Q,27,4,indian,1,0.9890933
DsW8a9zwKWXBA_xOqKO-yQ,215,3.5,indian,1,0.9850184
80YK6JElg_pHjlHLlOvkmw,291,3.5,indian,1,0.9953174
FdpEdKi4YbTu4t7B0tufIQ,15,4.5,indian,1,0.9381746
UOaXJyVrr9l1XO7lGaT-bQ,38,4,indian,1,0.9912036
#NAME?,9,2.5,indian,0,0.000514383
GeXd_6XseU9E8oC1p1SaNg,162,3.5,indian,1,0.9883197
YrqwvI1qjgzIn8kdPKZbwg,162,4.5,indian,1,0.9583262
xhWqjDuoORYBVgZVc4uK3g,162,4.5,indian,1,0.9583262
KU8N7dW6vgOA_-HdVL8o8Q,10,4,indian,1,0.9901462
pbUj94_m12hdxy06vnsUpA,225,3.5,indian,1,0.9850184
uXtaduMyk2oGdnHYR4ZafA,171,3.5,indian,1,0.9883197
w2oSwwvOf-DBnEUumq_TIA,603,3,indian,0,0.003131643
oBcqZs0CAZjsLuMB-mNJ6A,319,3.5,indian,1,0.9953174
jUD3vbZS_MGkDk2yfBXZuQ,56,4,indian,1,0.9931658
CZZkMp7PST4VHBnaHCUoHw,39,4,indian,1,0.9912036
#NAME?,12,4.5,indian,1,0.9633336
CzfYoFeJX9bBYvRZoP2Q3Q,376,3.5,indian,1,0.9953174
Tl62WKPOTpGfhSTcHNKkLQ,1,5,indian,0,0.09044871
fv2mCAA4VtJxrwke3TH1cw,58,4,indian,1,0.9926229
11joI1ETb1Vh6k5NoGhnaw,7,4,indian,1,0.9892316
eT2rROrWDAr0auGYqQrp9A,89,3.5,indian,1,0.9861673
QV7OzZd6RsQjAkoxbHqEzQ,149,3.5,indian,1,0.9883197
nF4TpiO5N12f5mYRyZ3ktg,21,4.5,indian,1,0.9319497
5zbm-v588DGgpce2MjG_5A,71,4,indian,1,0.9926229
GafVAOtTmzjiC9B8jKPm_g,151,3.5,indian,1,0.9883197
SAtNtvCUs9b-Ak55GP_G3g,1,4,indian,1,0.9892316
AKaO-EaJ8EgUnx5EPZ8N4g,90,3.5,indian,1,0.9861673
oYiswrz5gNiZBsd3QUR9LQ,69,3.5,indian,1,0.9868018
3vpqJK9Oz515AZR-bFW5Ig,1,4,indian,1,0.9892316
RFiR-vXB46apdqHYr4S57w,10,3.5,indian,1,0.9824054
blDT9_3bnnWAwtBAODIENA,71,4,indian,1,0.9926229
7d9M58Bi4ZzgZZjLjvrzUQ,11,4,indian,1,0.9901462
_ZxbRvQDWD3uVu3o9df82A,1,5,indian,0,0.09044871
5g7Kz9ffnv7t47oaomIlqA,176,3.5,indian,1,0.9883197
EGUPGM2TuwMMFi3vifYEVA,85,4,indian,1,0.9926229
uOwNAh9yZuq7yItvw4pZqw,92,3.5,indian,1,0.9861673
6KrznDMeNCMA9wQrr6qwLA,2,5,indian,0,0.09044871
bVkia681mgwsvAe0TckVbQ,14,3.5,indian,1,0.9824054
U45dUNzVKs2KlM5HRgbDGA,37,4,indian,1,0.9912036
CnixInBJQ7LIf3WgBAEV0A,10,4,indian,1,0.9901462
ahKL-52Ogn7iPFjhQbbb3w,11,4,indian,1,0.9901462
WcTJzuVYTWHd0hvdAWO5Nw,13,3.5,indian,1,0.9824054
XYK-0C5lAni5Zd0s301jLA,20,4.5,indian,1,0.9319497
SbXJlImRDoMeepmq_f96cw,83,3.5,indian,1,0.9868018
NNvB5YIkm_dApe-YbUGqeA,22,4,indian,1,0.9890933
#NAME?,18,2.5,indian,0,0.000464252
n_KosOPSHS81Yq0D6X3peQ,161,4,indian,1,0.9934758
QZcRSVUltJ6YreTeDx52lQ,172,4,indian,1,0.9934758
JuP4192zOiVFyPXPuc8EtQ,18,3.5,indian,1,0.9805415
cOnQnP9GwyvhQjCJbSz5Fg,7,3.5,indian,1,0.9807863
qf098TQ-Frxq4QyrlYqDJw,127,3.5,indian,1,0.9883197
GBa6g6b3LOJz4IPl4JDMkw,107,3.5,indian,1,0.9861673
gDJnGvKRrSrC8OkZzQi-oQ,3,3.5,indian,1,0.9807863
Tl3-184IK6tovU5IvO-lNQ,169,3.5,indian,1,0.9883197
z9Ha8FUrN4jnJhnEFNrYUg,12,3.5,indian,1,0.9824054
V3mSoUHcuFQwDHBPLTSbdg,24,3.5,indian,1,0.9805415
yNDY2nPrmXR0bfUAsIngxA,116,3.5,indian,1,0.9861673
o8KtWVBIVI9E3YYM5r0dPw,101,3.5,indian,1,0.9861673
azCB19UzoGl7njg5FDudaw,109,3.5,indian,1,0.9861673
Pqp4dGeEwCG1cH9mZq2rJA,1,5,indian,0,0.09044871
B-lbpKcK1sVfqGdlmagKag,142,3.5,indian,1,0.9883197
ttK6DFxTuUhONX1KVav1xg,44,3.5,indian,1,0.9877677
R2VSWR_2bNhfchNqdgQR2g,10,3.5,indian,1,0.9824054
VLQrI-Qua7Ok02fAAuwvAA,16,3.5,indian,1,0.9824054
zYT4oevZCBO1J2r1heb8VA,72,3.5,indian,1,0.9868018
tHY4jNvSgdIYoWnE9b7IZg,8,4,indian,1,0.9892316
MHuhN-URZQ22Anrpu6juhg,87,4,indian,1,0.9922661
_U9PlIheyEyfAn7UUxABeg,49,4.5,indian,1,0.9564192
IdZ9HpVlPA4nVK20-VNQxg,3,5,indian,0,0.09044871
cP7vkHiDU0emIPrEexv5vA,360,4,indian,1,0.9973926
AZXVhEWU2FAqI40b0ZvzfQ,36,3.5,indian,1,0.9842801
ju6btoDb3UFhnmmPwrOWgA,5,4,indian,1,0.9892316
ZK7SsXac5ustSOKX1aSMBw,49,4,indian,1,0.9931658
ZzCZIeZMhpCwrgNZWhbH-g,9,4,indian,1,0.9901462
EqZEbtu-91BdCPd4chXPVw,147,4,indian,1,0.9934758
F4lLNqPJULJbiIm5CeoE9g,120,3.5,indian,1,0.9861673
2oTv1oZ5qF43P2K8DkDtyg,427,2.5,indian,0,0.01035646
fKCbpU4CUazTwg3wgceHnQ,5,4,indian,1,0.9892316
7UGe9o7newIcSlsDwzmdsg,5,4,indian,1,0.9892316
zv0mrfqDWW6o3-rX0U7_Sw,9,4,indian,1,0.9901462
cecWBm6P2T1dIXrTfJWKng,26,3.5,indian,1,0.9805415
Dw0D3560Yt3pQtdm74gGeQ,151,4.5,indian,1,0.9583262
elvL_HW9jfLLDVhwoIx_Ww,251,4.5,indian,1,0.9470019
2IHDdrJZtPCsR8kQCcZInQ,71,3.5,indian,1,0.9868018
KSUkqbk7F7tXdEvWzYg8Fg,175,3.5,indian,1,0.9883197
YES1oCXuC-uggcnr8txElw,257,4.5,indian,1,0.9829836
k6C1yxzWz07p6AYAV5pgDQ,116,4.5,indian,1,0.9509212
fkUcI55uoLA1jBPHQOcp4A,48,4,indian,1,0.9931658
MPAZ_0Qan_deJ2H-o0lfXg,57,3.5,indian,1,0.9877677
ExOHOMrBuPSFmDaLDvtSJw,9,3.5,indian,1,0.9824054
zKGv7E_UNpL8vCiyfUkJEw,63,4,indian,1,0.9926229
sPCbaWKFzV7UHilHJLhTJw,29,4.5,indian,1,0.9444959
BjtAljTKTO1QNBfk413PAg,24,3.5,indian,1,0.9805415
w-M8_5ZV1wJ6oTR6g4Ya7g,107,3.5,indian,1,0.9861673
qEXpXF4p8uM1BfqV5tdYqg,75,3.5,indian,1,0.9868018
TPEkQX8Amp6Jb7FQmFKZxA,108,3.5,indian,1,0.9861673
UC3n_0vZ5zI1fvi7UzNZAg,14,4.5,thai,1,0.9333275
43r4ynjeIZeQI1w7SWARuQ,363,4,thai,1,0.9971742
vyfqTbABAB9WolRAT9OdYA,307,4,thai,1,0.9971742
CDa0GJZDMPcjvhbx7RbG5Q,214,4,thai,1,0.9909218
wMU7gPgp2M9JjJhkivZkgQ,238,4,thai,1,0.9909218
L2ZW-MdvRJ3gM2RIq8STbA,98,4,thai,1,0.9916219
BF6pY829iPBERt15CG1g3w,362,4,thai,1,0.9971742
HnTcWZbZJzNAYO8YseQlSQ,138,4.5,thai,1,0.9549832
ucWrNKS65jUVK6ICUoHC8Q,224,4,thai,1,0.9909218
#NAME?,1048,4,thai,1,0.9998156
kpR9je2H9MjKz6zpesyV6g,176,4,thai,1,0.9929317
Tmc90kL5jelJ2c9CiGzSFA,189,4,thai,1,0.9909218
y_Ei1zBq6pDW6sMyP8ZSyg,158,4,thai,1,0.9929317
rtSIYbcYqskDtFQJlq4ZnQ,348,3.5,thai,1,0.9949261
eGIY_25KFspf8KefDQMj-Q,204,4,thai,1,0.9909218
jc_XQPbSCwMHsXLfinXA6A,259,4.5,thai,1,0.9815806
5-cv4xv4IBao7N1LSH6tHA,167,4,thai,1,0.9929317
OrhRTDA0dj81XVhOibXsUQ,303,3.5,thai,1,0.9949261
CpY77cDN1KS5EdiXMmWovw,211,4,thai,1,0.9909218
3CBUpk6HLSlNEfCRICIbPA,214,3.5,thai,1,0.9837803
1ctLdRJjP9m5QdL7ruYAzA,152,3.5,thai,1,0.987351
41gVUqFxmbjqSQYjGV23Rw,233,3.5,thai,1,0.9837803
yA29ur97O7B6kYr1g5IoAw,307,3.5,thai,1,0.9949261
F7jZYUzw7NB74OyVQc-CGw,293,3.5,thai,1,0.9949261
7ztNVUAfAyJXQLGU9BkPiw,360,4,thai,1,0.9971742
f4ZveYR7fuBp_9klL8OgYQ,286,3.5,thai,1,0.9949261
I4FWrwXDC91lsfQLXYSeXA,161,4.5,thai,1,0.9549832
c7z96m0UdMkJRhlz0Ht5XQ,172,4,thai,1,0.9929317
S2b4gAh3Sr1sbNGaTna1Xw,308,4,thai,1,0.9971742
fZ6BgBNpIeFbkbPnZ_E_ew,100,4,thai,1,0.9916219
QYr9EO-2FmdpOVUjOyNjgg,60,4,thai,1,0.9920082
8R9b20VeZvs85WxqtF9mRQ,182,4,thai,1,0.9909218
gLkrR9ZDPKfUGv-fYsEr3g,202,4,thai,1,0.9909218
nxUs6svpNSL0wAwAA2F34w,316,4.5,thai,1,0.9815806
qnD3XDvYIrFh_FppNH90cA,105,4,thai,1,0.9916219
W03i9B7wZn2B5p9E_Yn5nw,214,3.5,thai,1,0.9837803
9FjGW7u1iTyFUDpJt-Ql9Q,285,3.5,thai,1,0.9949261
HLDKZXsi7TQ0P3rS2wd-UQ,156,4,thai,1,0.9929317
33ry5dmopDOElU7zf1Sn2w,176,3.5,thai,1,0.987351
9WgsvzaiXNAmmQGD0uQxFQ,300,4.5,thai,1,0.9815806
coQAQmIKG9dBPA6-RHqJag,38,4.5,thai,1,0.9401129
OPSCHpuBSthP7UwnMm0GSA,106,3.5,thai,1,0.9850228
ZUsSH8xPciM8EnQxqlKXCg,332,3.5,thai,1,0.9949261
qtRPV9YANKcXU3OzcUUokw,139,4,thai,1,0.9929317
veeT_UTyJl_szVVZ5vq4zA,25,3.5,thai,1,0.9789414
liGIz8CzhyS1udx1aefjng,134,4,thai,1,0.9929317
n7LORZ0fGxPhOfdlHYREKQ,153,3.5,thai,1,0.987351
YGaWUrDu9FE5i6Ca-Q5mew,280,4,thai,1,0.9971742
oO_X1H5Lxo8sNykx6azLVQ,126,3.5,thai,1,0.987351
jg5nc64wLYKwKAvz_lfMuA,127,3.5,thai,1,0.987351
#NAME?,461,4,thai,1,0.9998136
B9UfgHgm5-hOErK8-54EsA,65,4.5,thai,1,0.949355
B9Mbi12NpBJkZcRtQNtMBA,237,4,thai,1,0.9909218
l3aVYfTWVINXaNGxlMz0bQ,100,3.5,thai,1,0.9850228
RwEs6AvU5Cxp_ENodsgxHw,61,4,thai,1,0.9920082
ZlUU_DPlJTBLyUpBL2niKw,198,3.5,thai,1,0.9837803
9VyMJICKGbC7Y5Ssq-Xk7w,61,4.5,thai,1,0.949355
I_YPy_YRtZFyWOSWs-gv4A,133,4,thai,1,0.9929317
M2xu0_w-UrHK3-tGjW3TWw,290,3.5,thai,1,0.9949261
x8tq82G1Op-0cUNzUMNd1A,259,4,thai,1,0.9971742
#NAME?,54,3.5,thai,1,0.9923063
w5RnZpul9wYcPCBDneCuYA,279,3.5,thai,1,0.9949261
ebhDBwRzD--eoiYcO8M18g,226,4,thai,1,0.9909218
#NAME?,157,4,thai,1,0.9959053
dnCRiUZWgu5ZI4Q-Z-az6Q,96,4.5,thai,1,0.947017
s0yEzCRIjMtXuphJ7cL4wA,348,3.5,thai,1,0.9949261
fcCF0Kh_RCbv6KSVlb-Seg,320,3.5,thai,1,0.9949261
sljnE3uoRUmM7aW5f1I3Ug,196,3.5,thai,1,0.9837803
1Fe4lCiMPNVhoEyjg92frA,217,4,thai,1,0.9909218
cSzt3JMXamfaUBWkEEklOw,174,3.5,thai,1,0.987351
RrPIJvmje1qb9iaYd6jH0g,173,4,thai,1,0.9929317
GADtLd_5HHDrB1Ys8syETw,297,3.5,thai,1,0.9949261
PPQSf_1JWkbjFHi1S0nSNA,27,5,thai,0,0.0830406
Ur1VZwMZ8Qbd6KLpiid7lg,99,4,thai,1,0.9916219
Xst2vGND8hy44VOmbLG3kQ,219,3.5,thai,1,0.9837803
23NSOmpzzrJTfWmYk8Lp4A,298,3.5,thai,1,0.9949261
wk6-dz_k9CqlXaJ0m8AE6w,175,3.5,thai,1,0.987351
RnQjRZ9MJrBN9SKiIv3i-A,230,4,thai,1,0.9909218
SBy46BviyBKowPjbTjDsHQ,396,3.5,thai,1,0.9949261
ColGPMmJOa6YD44fjS6wfg,169,3.5,thai,1,0.987351
lI91u68v2xTdE70lyioKAg,216,3.5,thai,1,0.9837803
oyxk3hv9F7dGZGARmNDSYg,188,3.5,thai,1,0.9837803
DYU2h7HQc_12f9BCdHtXKA,126,4,thai,1,0.9929317
kXuubLd6s3GidpqU3psPdw,330,4,thai,1,0.9971742
0A2lgMwqKCsr95qZtd4mKA,71,4,thai,1,0.9920082
7CdpBlw4NLaOLzfFL9IEUg,56,3.5,thai,1,0.9867539
4nwVzRCfWFGe6_Taqee4Cg,41,4,thai,1,0.9904717
9czvgcYzRHVYRDBrB3baZg,159,4.5,thai,1,0.9549832
ipxeCjihDqXTMkuPe-CQ4A,265,4,thai,1,0.9971742
_7Maf5WG682E7R-EHSz18w,39,4.5,thai,1,0.9401129
oNN202L_XcNM-tuDHlgkfg,231,4,thai,1,0.9909218
jUO8GH4YfjW2wd9qyuAIzw,190,3.5,thai,1,0.9837803
inftQdKaEEiqQ323AlomXg,148,4,thai,1,0.9929317
SZQqAil4kuXhNCLR7_6khg,135,4,thai,1,0.9929317
IiYRxMJLfLCsgifzRNvrtA,53,4,thai,1,0.992596
seYTDWuManVKwNtX9KXTUw,29,4.5,thai,1,0.9401129
4mzogOLOVDPBDVTO4cz9fA,50,4.5,thai,1,0.9529308
2ZBEE_MJeRdLD1NLiNTnCQ,159,4,thai,1,0.9929317
gBoqjD5MTJuGx65QjAhJGg,101,4,thai,1,0.9916219
Nvhx093-K2xwHIZVnFstJw,25,4.5,thai,1,0.9266528
6ZZUTGtH25tLN1SiM029ig,355,3.5,thai,1,0.9949261
xENj0fSnpDVrDHmj-G2QqQ,194,3.5,thai,1,0.9837803
9IT7UsL-SGEz6ncR4oeJ9g,60,3.5,thai,1,0.985709
h4wpGRaMue8FSbcMcz1qPg,175,4,thai,1,0.9929317
e1jwvzY8hU642HSBZZATcw,45,4.5,thai,1,0.9529308
63e2dDq5WCbpaBlercQllg,134,4,thai,1,0.9929317
WAQZnCXPL7XcKebpSoyjww,123,3.5,thai,1,0.9850228
najYre0PPSx7-Tbg6bjObg,92,4,thai,1,0.9916219
04P_pTbsyb7rJspyDh3ocA,219,3.5,thai,1,0.9837803
zENn0_yDJEdLoHyivXb2xw,199,4,thai,1,0.9909218
DDrLKyZodnd9KbOWq4F5nw,127,4,thai,1,0.9929317
D-gd1Gb_Nmc2MN6G0KANMg,52,4.5,thai,1,0.9529308
GQRNgvRLY6OhPs8BYTTYUw,158,3.5,thai,1,0.987351
iAPzEPCJR14VfKZAKRL2OA,80,4,thai,1,0.9920082
qNe3r33f17z1v10iEiB4DA,101,4,thai,1,0.9916219
YvhVIOCXT8X71nkAy388Lg,184,3.5,thai,1,0.9837803
OWv-LobTHp8MWWZBT2mtIg,49,4.5,thai,1,0.9529308
3Woad-SYBXbQXgtFgv-UKA,95,4,thai,1,0.9916219
toykv8K0yg8qtvZSXRQ5bg,83,4,thai,1,0.9920082
hA5QUlrSjpxMZ90Kof0bgA,177,4,thai,1,0.9929317
EAkIy8TKrW4yPPDCZyP-Cw,39,4,thai,1,0.9904717
DUnRsZh-pSOsIhQa3ZJrEA,80,4,thai,1,0.9920082
tx-gxkns4uFyve7Eu5mYKA,114,3.5,thai,1,0.9850228
hSiTqxKKgvQSI5x5VdMjoQ,249,3.5,thai,1,0.9837803
#NAME?,160,3,thai,0,0.000226068
0fjab0vzFgIQ-FKzjFR7JQ,100,4,thai,1,0.9916219
67ooBJ3bSfM0Kbnl2xEx7g,58,3.5,thai,1,0.985709
q_UIu1o9chUXMCLU-jTPxg,210,3.5,thai,1,0.9837803
FL7aHCbKMDSpchQS1KucHQ,113,3.5,thai,1,0.9850228
bF38ob3wxacTztdQLRS-Sg,48,3.5,thai,1,0.9867539
vA2VEhW6S1ioX6tXtQdO9A,364,3.5,thai,1,0.9949261
qn9dgCRGNjHKDGilBamkiw,70,4,thai,1,0.9920082
qusZ-K5tzM1EyOa1IEWCHA,113,4,thai,1,0.9916219
1BJo1JcwYHUuk-UfJLEwUQ,23,3.5,thai,1,0.9789414
UO4kyXfdQIlAhM-TRgM9cw,230,4,thai,1,0.9909218
2AcDHuatOFXhqJDedZwGiA,229,3.5,thai,1,0.9837803
idMMDxRuuhYBbfjRS-7nFQ,192,3.5,thai,1,0.9837803
eQzQo6XWLHstH5A2IpwXPQ,365,3.5,thai,1,0.9949261
e64Y17DJgjotSz8B9gEI7Q,129,4.5,thai,1,0.9549832
zYIKxE7eKeglXweoABjSwg,46,3.5,thai,1,0.9867539
RirimwHZ3D9uTmvtywrp6Q,163,4,thai,1,0.9929317
yCJHIM-PWl54K53ACOpoNg,44,4.5,thai,1,0.9529308
4M-nT45SdA119-lcJg9c9A,106,4,thai,1,0.9916219
pqkmU5TtRAss1n0v9nJ2SA,183,3.5,thai,1,0.9837803
yDR9eVFATpyzrz3x1DtJGg,41,3.5,thai,1,0.9829822
sDxRkhk9A2nDT2aKENsAww,104,3.5,thai,1,0.9850228
R7mKCkD9ZZfeec92GW7esQ,169,4,thai,1,0.9929317
shHhP5lfZwrAYFL3K04_lg,21,4.5,thai,1,0.9266528
rL2wuxtLAQWPDZ0IbOHjxA,137,3.5,thai,1,0.987351
pPd2TLnGjj98OrmQ6ZESKw,156,3.5,thai,1,0.987351
gr3wUszE1972q0GBkmwEXQ,321,3.5,thai,1,0.9949261
fkwvdS0DTCVyeY3mXwae_Q,55,4.5,thai,1,0.9529308
W1L0UB1MvlhvkKTF43emSA,88,4.5,thai,1,0.947017
Ve_iFpnhL8zN789ZL2jnxQ,67,4,thai,1,0.9920082
siAb_uf13RIYW52O-auTpQ,280,3.5,thai,1,0.9949261
cADZEB7qFr-8I3fVxHbM1A,129,4,thai,1,0.9929317
329D7GjMkRf5h1f7OwkVQw,43,4,thai,1,0.992596
SoEQRDUNYDZPVSSIhTOG6A,30,4.5,thai,1,0.9401129
hnBgmEQsJgRhY3VvWnwkfA,300,4,thai,1,0.9971742
6CutdyyNi-wjh5QXMOielw,27,4,thai,1,0.9881879
BFe80peJUjkBYMliFoPu9Q,103,3.5,thai,1,0.9850228
X3T2rK-GrEgVUai-MeXAzg,12,4,thai,1,0.9893273
V2P3CWfUW_olSywlOlHGjQ,43,4,thai,1,0.992596
f2MA23sMC3WpJA2LgBlGuQ,239,3.5,thai,1,0.9837803
#NAME?,167,3.5,thai,1,0.992655
ZGKdgFAGOL6NOPXPrBkhzA,139,3.5,thai,1,0.987351
utg1E8cea7vY5VuDyoOthA,90,4,thai,1,0.9916219
cWodGgBljJUVp9QQiPt3yQ,155,3.5,thai,1,0.987351
xSrEOf3Ht7eK5sUpReAGkQ,32,4.5,thai,1,0.9401129
StFf9fVnAlhwrUWan0C4Ww,47,4,thai,1,0.992596
EEf5KB5wx340TY7QwDKIqQ,269,3.5,thai,1,0.9949261
xvqG8x-EMcUysuOzY7RsPg,221,3.5,thai,1,0.9837803
SKsiJGR-Xf1yD2RJ6P1A_A,197,3.5,thai,1,0.9837803
hFI-5zcNZkR7Ppjl4YL37A,296,3.5,thai,1,0.9949261
cvJ39wrAYnquWuMhfFAS2w,94,4.5,thai,1,0.947017
OR9oqAJW-U5ZnqhwH12Nuw,23,4,thai,1,0.9881879
h22AQ68hX2o_YJH5bsACZw,31,4,thai,1,0.9904717
bjf8vmAIrdPo1aHoaYPkBw,100,4,thai,1,0.9916219
3TaRBdVpHFIjKOEv_65qBw,100,4,thai,1,0.9916219
kA_Cw1YEGskuPuRYzLmgdQ,87,3.5,thai,1,0.9850228
ZQHZAvw1jvNznbo1wFb_4w,76,4,thai,1,0.9920082
TUoya6mwmxr0Zpr8oZSXlg,32,4,thai,1,0.9904717
fe9aDWC5giHgcuKjqSr_gQ,49,4.5,thai,1,0.9529308
v3qL3KqFJYuS_3rCsgpuXQ,123,3.5,thai,1,0.9850228
TuGFxspYWd0smugwUeN9sA,83,4,thai,1,0.9920082
UBnrFZuqa1nMrV7ncWHBwA,94,4,thai,1,0.9916219
FXFQJmhK6elesopXdhjvFQ,62,4,thai,1,0.9920082
Bh0Rxd4Yi21luny0S95GaQ,257,4,thai,1,0.9971742
WOrCzAOgs50Wf-dlnHrzDw,141,3.5,thai,1,0.987351
QTQrXWuowKHNFGNssXT_TA,109,3.5,thai,1,0.9850228
AAXX-WkDd1CW3_GgIVivvw,102,4.5,thai,1,0.947017
jOGL9SOeMH2F6HO5qxbDHw,44,3.5,thai,1,0.9867539
NIiJThBRxA3dfLzflrqvdg,33,4,thai,1,0.9904717
mYGtK2CuR5u_hUACnnhqTA,70,3.5,thai,1,0.985709
WFx1VcopQGjW7jbERZUUbA,122,4,thai,1,0.9916219
#NAME?,220,4,thai,1,0.9947365
5DwGICd6TkAnvO6YNeYp0Q,173,3.5,thai,1,0.987351
UFMXc5B0i_IetI-f8Dpb5A,34,4,thai,1,0.9904717
RmQOUUkwHDhuuh9Y6XzLsQ,61,4,thai,1,0.9920082
spE6SLDLDKvZiRrtPkBu6g,103,3.5,thai,1,0.9850228
zJ6-ZCrtJA943nsVl2l8gQ,18,3.5,thai,1,0.9789414
Z7gHAR1j_hjdxoWO7kYgeQ,241,4,thai,1,0.9909218
YMcDo3UccCPvIJrQ5Yt9Yw,34,3.5,thai,1,0.9829822
0RItxr4jWz00T39OflvikQ,6,3.5,thai,1,0.9792059
brMIenh-sAXr1zq6zpBKLA,108,4,thai,1,0.9916219
ZS9qOk6BVvJDx6EBWy1QpA,14,4.5,thai,1,0.9333275
#NAME?,15,3.5,thai,1,0.9889112
EzyjRrhRpt_NR7wIwqm_Rg,83,3.5,thai,1,0.985709
GSOwJ5Gr8X4eGbkIjCzMWA,97,3.5,thai,1,0.9850228
n1EbqNtQQUg51rUd5A9_cA,95,3.5,thai,1,0.9850228
Bi5UAv1JFeBbbU5p3RljlA,47,4,thai,1,0.992596
XD9XiCUvbvCt7laocvAadw,130,4,thai,1,0.9929317
fZuIszXbPoyzYMDSYd3oOA,171,3.5,thai,1,0.987351
vBQ1tfFZS2IWjO2nhNsewQ,20,3.5,thai,1,0.9789414
IYwz7ck1OZCoZqW0F31pLg,36,4,thai,1,0.9904717
RVv-A4ePzWoRoV4YToVATQ,88,3.5,thai,1,0.9850228
7Js1Oiu2Zodmi59DZN_R1g,232,3.5,thai,1,0.9837803
TwxP5xU_xyzlf7SVzCnpuA,24,4,thai,1,0.9881879
QJ_tcL-PH5Cx1QYftTh3Ww,46,3.5,thai,1,0.9867539
hgjwwRqwOfBrrGPRco7KEA,54,3.5,thai,1,0.9867539
feY7PgoRjCp2qReaIitRkQ,20,4.5,thai,1,0.9266528
ux41Imc3HmBtI-ovwpxFSQ,88,3.5,thai,1,0.9850228
klNCF8YE03ScMJqbvgT5Gw,183,3.5,thai,1,0.9837803
AoW0CWfpBZmkQD4UE384PA,189,4,thai,1,0.9909218
AwiDxfV8j7x3_7dtUEkWmQ,252,4,thai,1,0.9909218
3LQD4aB3UYPteZfsyglV4w,63,4,thai,1,0.9920082
tjILxkIZKcppgew6NwIngQ,79,3.5,thai,1,0.985709
7rxA2Ne0ON6iHFBJ6TJDIg,115,3.5,thai,1,0.9850228
gz8Pq_xgajTRf_5___82Cg,22,4,thai,1,0.9881879
zhkyBId_RIPyiOFE2R1PRg,161,3.5,thai,1,0.987351
0DyF6tokikZqd8bys-Af_Q,172,3.5,thai,1,0.987351
73ORfmj4Et2DVWtroer50g,255,3.5,thai,1,0.9949261
w2XTAF56oI2ywMGc9W6SQA,15,4,thai,1,0.9893273
oXSYfInpzQT17mU7f5X4Mg,212,3.5,thai,1,0.9837803
S1yH5vdJh2L2UIb7zJ2OHg,213,4,thai,1,0.9909218
NLX5qLkupQAQaXmrikjw9A,41,4,thai,1,0.9904717
g5WYJfH0hWggmdYG2oxsMw,232,3.5,thai,1,0.9837803
SoBdWOxymmY5yKANn63UWw,212,4,thai,1,0.9909218
rehmlZmUNL2AthW-VTXJJQ,9,5,thai,0,0.09119389
HzJP6ICu_Naf5R0swzd-dg,113,3.5,thai,1,0.9850228
UWGcZ5He1Xs3PtdzZ7XC5w,10,3.5,thai,1,0.9809556
eHSu9NDWPJ3BvQDmPEJpfQ,160,4,thai,1,0.9929317
WueXPnaTvM_R5UuPjxbbQw,181,3.5,thai,1,0.9837803
iYFauSnqLxvr4HTY_cIElg,228,4,thai,1,0.9909218
mbj9MMuTsOMxKPyjQ3F0Mw,7,4.5,thai,1,0.9275253
